client_id,path,sentence,up_votes,down_votes,age,gender,accents,locale,segment
8052fdd92fc0a0e391794fec026a0b17d694168a2d28549ed18a2f4610f8836c4aa8b357d766c34907462411d4cffa9989300289ac22b0c96c08246045d12e9d,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_23773492.mp3,"""Dat soarget foar in ûnhâldbere sitewaasje en ferheget de wurkdruk.""",2,0,unknown,unknown,unknown,fy-NL,unknown
18d624a18537ea2915b23a03c934ab925f48a7b4cbe70b5bb191d9fd3b8d3f3c77370cd93ff6c1b7b4bc60cdabf052377971ce08577b8d731fbd63cb03ca9b20,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_24641016.mp3,"""Dat kin my neat skele.""",2,0,sixties,female,unknown,fy-NL,unknown
ea20dd9f65d527b17597d5cc3f760ba11cea8027e92b8efe99f74c2bd833efba03308266b4e9c8de3c2dbc169ebf6326a91f23a8499e6ea75fb5511d24af02ec,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_28385073.mp3,"""Ferline jier soenen se der in spultsje dwaan mei de mannen fan de brânspuit.""",2,0,unknown,unknown,unknown,fy-NL,unknown
d47bac722f1bdbf0508994aeda3406118c039a89cc33c55691e6efbadc834a2bce685530e3d0b8b4e4468452955d88a470a60964a32a8581f0c7bf13626f6342,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_21450021.mp3,"""Foegje kofjemolke ta oan myn boadskiplistke.""",2,0,unknown,unknown,unknown,fy-NL,unknown
8052fdd92fc0a0e391794fec026a0b17d694168a2d28549ed18a2f4610f8836c4aa8b357d766c34907462411d4cffa9989300289ac22b0c96c08246045d12e9d,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_23773484.mp3,"""De plant hat griisgriene bledsjes en lavindelblauwe blommen.""",2,0,unknown,unknown,unknown,fy-NL,unknown
cb5894d38cf9fb29bdea3400656af00913db623ce32bd8414322f8738d6ba0aaeca301b03bc1620bb2c35bd1c132fdd6b68d9e682a7dbb8c9a8cb334cb1d878f,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_21875286.mp3,"""Der wienen twa twintigers en trije manlju dy't nei de fyftich lutsen.""",2,1,unknown,unknown,unknown,fy-NL,unknown
b741d64dfa79c2a8a48656c5f2bfe48e61516af43925a9cc9e82de8fc963746dbc447011190394d5d1e63b0b520db37332732aaba2bf3c34ce8bc23ecd10514c,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_23777148.mp3,"""It lek waard ûntdutsen troch in programmeur, dy't it melde op syn website.""",2,1,thirties,female,unknown,fy-NL,unknown
624852194112f655fafd553918363295e66b69dcdc4df3f0b76553d5e8c8caf609d981702043964ba96e571072d0836705fb4db478159df7919f832148b4e229,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_27802227.mp3,"""De nachtwyn is waarm, amper koeler as oerdeis.""",2,0,unknown,unknown,unknown,fy-NL,unknown
16d11141e0646c5eb452e1cc31b25cd5ca5c5ee9db0e1d589afa0dd0e8556d404d62f85604f61c046b0cbd34baf51c932bd9d869dcd71a20c5780fd98dbeb0f2,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_24761113.mp3,"""Seleksje omleech útwreidzje.""",2,0,fifties,female,unknown,fy-NL,unknown
ec966391108d5af1ee69d2a2ec72adc4e35eb0e67af94e07b4c3fda680480f7121ca546b1162b51a096514d6343d005500c52754b2181dd8a7aa70308ef0f5cc,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_28330177.mp3,"""Piter sei hjir sjogge se my net wer.""",2,0,fourties,male,unknown,fy-NL,unknown
3066c363c971494ec1c9609d25db5f5ca90c95282e009580864d9bf6f0f9c80960fd283b699b57af4d0c963910bd6d60b1ea7f13c07ef75fb0c903c11313a361,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_22351534.mp3,"""Ik ha úteinlik it systeem weromset, alles wurket wer prima.""",2,1,fifties,female,unknown,fy-NL,unknown
e3d53fd6feff06902d8898bc4b2c54eea6e0702d497d25b7d59700adb75f9210867e67cf011ec668953a84e3d655f775589f1b8b002db7490f0e105a7f8e5153,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_23806523.mp3,"""Efternei koenen de organisatoaren harsels wol foar de kop slaan.""",2,1,sixties,female,unknown,fy-NL,unknown
d47bac722f1bdbf0508994aeda3406118c039a89cc33c55691e6efbadc834a2bce685530e3d0b8b4e4468452955d88a470a60964a32a8581f0c7bf13626f6342,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_21461889.mp3,"""In heel soad minsken litte de blokkade foar wat er is.""",2,0,unknown,unknown,unknown,fy-NL,unknown
d47bac722f1bdbf0508994aeda3406118c039a89cc33c55691e6efbadc834a2bce685530e3d0b8b4e4468452955d88a470a60964a32a8581f0c7bf13626f6342,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_21527530.mp3,"""It sin is fan 'e moarn ek wer net sa bêst, wol?""",2,0,unknown,unknown,unknown,fy-NL,unknown
541d455d0860609b8e656846476a17607b288a98eb811f59110b7ae1c0a5274978af300ae02225f1762907835aaf355f7d2362f39ed0eb9115d2c0784898b37f,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_20755765.mp3,"""Se learde steno en typen en waard sekretaresse by in kollega fan ús omke.""",2,1,fifties,male,unknown,fy-NL,unknown
9525f899b8729915bb3ac3d8c3c094535ea05133805c923084fda409f0ff7bcfbc1506062cc2952c5d42c8cb7111fd03e62a40c6984bb6c9c61f414a9f69f2b7,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_23759284.mp3,"""De spesjalisten fan it sikehûs meitsje har soargen oer de pasjintestop dy't ynsteld is.""",2,0,unknown,unknown,unknown,fy-NL,unknown
956bcaf14b7e99ad30abe9d5833a18c8ca6c11c859952d203f25bf17d1c0a3d8f7cb04e4a7b71599e01f323b381e787382622d69b4c73d67dd3095f581a722de,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_20817317.mp3,"""It ôfrûne fearnsjier is de helte mear plestik ynlevere as oars.""",2,0,unknown,unknown,unknown,fy-NL,unknown
6b32e4c794283d92c442aa74568762cd5c9665051e38832cdace82d360fd568817ba0ccb38787acebd042c376a2d0c120eb5b409547cd2c450701f763f085b03,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_24674828.mp3,"""Wy geane der foar dei en dauwe ôf.""",2,0,sixties,female,unknown,fy-NL,unknown
541d455d0860609b8e656846476a17607b288a98eb811f59110b7ae1c0a5274978af300ae02225f1762907835aaf355f7d2362f39ed0eb9115d2c0784898b37f,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_21107617.mp3,"""Gerard hat my tige brûkbere tips jûn om it finansjeel wat draachliker te meitsjen.""",2,1,fifties,male,unknown,fy-NL,unknown
f463da892beabf9e155482a6c808178f355a28774f652f5ea3dbca6e1f84491405a5cc1cb33d74b33d2c3f0aa30dbb52fc489b2c51bad4940aa12021ce09b8f6,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_23776662.mp3,"""Syn konklúzje liket in iepen doar.""",2,0,unknown,unknown,unknown,fy-NL,unknown
d47bac722f1bdbf0508994aeda3406118c039a89cc33c55691e6efbadc834a2bce685530e3d0b8b4e4468452955d88a470a60964a32a8581f0c7bf13626f6342,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_21419481.mp3,"""Oare redenen om de stêd te ûntflechtsjen binne stress en loftfersmoarging.""",2,0,unknown,unknown,unknown,fy-NL,unknown
ce218339db89893f2693235d9998241104c617712bc1c932d291cbb900db7f447cb3243f60f326e7a25024d02e3331cf94e1a0bdd511b0fddfb458297e371ad9,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_23888351.mp3,"""nul""",2,0,unknown,unknown,unknown,fy-NL,Benchmark
baa23f88208eba61520a03dd285c9308b4140908aa4fc09c201fba034156c4667230e83a94f973c376ee939aa87fc5f0e6bdf59dedec27f2aee6d0832ea787cb,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_24668071.mp3,"""Hy ferkeapet syn hawwen en hâlden.""",2,0,unknown,unknown,unknown,fy-NL,unknown
16d11141e0646c5eb452e1cc31b25cd5ca5c5ee9db0e1d589afa0dd0e8556d404d62f85604f61c046b0cbd34baf51c932bd9d869dcd71a20c5780fd98dbeb0f2,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_24744900.mp3,"""De dichtkeunst en de muzyk hawwe him al dy jierren yn de besnijing holden.""",2,0,fifties,female,unknown,fy-NL,unknown
e258ac93e3d97b7a6e9502b5f50b0326bd3f62799b1ada089daab8d0d7b7abbe32cf17f20e216317f30840f02ab7902b323705ca0dd169add8a1cbe659c560ef,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_21534215.mp3,"""It is altyd mooglik om de deis foar de kursus oan te kommen.""",2,0,unknown,unknown,unknown,fy-NL,unknown
fd2b26246cb5d2d044f044ba73488940e14aeb0c1c756abaf87bf01581478182ce3801b22c9ffdd931bc1e5d39acaea4af5dfbc28ea4b79c2387554971415da7,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_23816103.mp3,"""De polysje ûndersiket noch wat der krekt bard is.""",2,0,fifties,male,unknown,fy-NL,unknown
d47bac722f1bdbf0508994aeda3406118c039a89cc33c55691e6efbadc834a2bce685530e3d0b8b4e4468452955d88a470a60964a32a8581f0c7bf13626f6342,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_21418804.mp3,"""It liket derop as wol gjin mins hjir mear wenje.""",2,0,unknown,unknown,unknown,fy-NL,unknown
fd6f174fe45574b47da5f5b9f627bb55607f2b9093c46153b518a04c7784e0513deca75b6881f8a3614332515f9c901ee693b047bfa4ec4936b6355296cb821e,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_21486583.mp3,"""At jo yn de minderheid binne, ha jo alle belang by goeie relaasjes.""",2,0,fourties,female,unknown,fy-NL,unknown
956bcaf14b7e99ad30abe9d5833a18c8ca6c11c859952d203f25bf17d1c0a3d8f7cb04e4a7b71599e01f323b381e787382622d69b4c73d67dd3095f581a722de,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_20808409.mp3,"""Twa kear yn 'e wike kaam de túnman om it gers te meanen.""",2,0,unknown,unknown,unknown,fy-NL,unknown
ddd1689db56740f5e7d778c0c2e9def49c0adaaa82c8a428af229f605a57062310fcf13887fc00fd750da6dd9a8c3291d00816604dae7ec78e2ee20cb3799373,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_27064524.mp3,"""Mei dizze link komme jo op 'e website.""",2,0,sixties,female,unknown,fy-NL,unknown
866721a19e7d70e5802178ec5919ab89adb0046de3abcc9d6736bd2d341ecf47dab67c7e62b0c4b765e11dd2725f93129f2b6a15c8072043c4f7ea7770f21ec8,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_21724479.mp3,"""Ferbergje de foarige kolom.""",2,0,unknown,unknown,unknown,fy-NL,unknown
baa23f88208eba61520a03dd285c9308b4140908aa4fc09c201fba034156c4667230e83a94f973c376ee939aa87fc5f0e6bdf59dedec27f2aee6d0832ea787cb,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_24715553.mp3,"""Der binne in protte dingen dêr't men om tinke moat.""",2,1,unknown,unknown,unknown,fy-NL,unknown
d6c3edc02c5a2614e06bce6be35c3a6c3b31cb852bc7cb2eee40c5971dc57d7040c4e519a89eb5d026268c0a3ac850193c0f1c5642b9eeab58cb9b35bc8f1ca2,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_23783302.mp3,"""Sy binne fan plan om nei Bonaire te gean.""",2,1,fourties,female,unknown,fy-NL,unknown
25d161bd46141caeefae89c1ae79e7a83d65ac171422aeadb00f56dbe5feada3333e656bd738061ac1777f2b3c1a7814d3b44e753c7d96c8a1f324b702ba5c0f,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_21446906.mp3,"""In grut part fan it fersom hat neat mei it wurk te krijen.""",2,0,unknown,unknown,unknown,fy-NL,unknown
7ff173840a773f8402bca74eee30d37e4e5f64789bf99679b67809628df9f8e935e3fe171fae2581e55c4193842307b2e1f00f706671f6647b916df30d5174f3,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_28386699.mp3,"""Wat men op it skerm sjocht, is net echt.""",2,0,unknown,unknown,unknown,fy-NL,unknown
32be2d1e0fb4f91d5780895ae0a23ba8375a06bd2c138053d854e6f5eb32496ac9da1ac170b100af76742a35c5072573ed7f2eba751ff5ccd0646c6a48ce4900,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_23783039.mp3,"""Wat fertelle de deiboeken fan frontsoldaten dat jo noch net witte?""",2,1,sixties,female,unknown,fy-NL,unknown
8ff7b18cb6471b84215ee6cfd13f9d940eddf510e11fa5fc6818276bdab274beca1ad2c0e1145ab6ff362b20b8a6e8b42db7397c04665ade31eb5bfd33ebe832,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_21481609.mp3,"""Katten hearre folle skerper as minsken, benammen yn de hegere toangebieten.""",2,1,sixties,female,unknown,fy-NL,unknown
d47bac722f1bdbf0508994aeda3406118c039a89cc33c55691e6efbadc834a2bce685530e3d0b8b4e4468452955d88a470a60964a32a8581f0c7bf13626f6342,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_21517861.mp3,"""Hy is hiel aardich.""",2,0,unknown,unknown,unknown,fy-NL,unknown
35db169cb08e7f025e27f8ee406852bae34b8970e9765a0c7324565853b2a61a3720f848263055131c68667daaf1dff77e755a9297afb5d128f8735cbfd298e4,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_28245565.mp3,"""De fuotballer kaam nei syn blessuere sterk werom.""",2,0,unknown,unknown,unknown,fy-NL,unknown
d47bac722f1bdbf0508994aeda3406118c039a89cc33c55691e6efbadc834a2bce685530e3d0b8b4e4468452955d88a470a60964a32a8581f0c7bf13626f6342,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_21533218.mp3,"""De formules yn dizze kolom werjaan.""",2,0,unknown,unknown,unknown,fy-NL,unknown
7073151dbbe6bf144d7a58338d28ad7d16b7dbc2eb32fa7dbf7556f9c9f532027db07d106b0079581cbdefd03de81543339cf4183f4978d3cde7110985f9eaf9,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_23777824.mp3,"""Dan wie it in stille wrâld, behalve yn de ûngetiid.""",2,0,unknown,unknown,unknown,fy-NL,unknown
4e2fbad993bcec97b7361faa3ba7503983346c1c926c02d5e1336136bd1710bce00572ce0cb0799f7e7dae61f5604084f65b4d8d949101422d2847ec4cb035ad,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_28390242.mp3,"""Syn âlden wiene skippers fan Fryske ôfkomst.""",2,0,fifties,female,unknown,fy-NL,unknown
ddd1689db56740f5e7d778c0c2e9def49c0adaaa82c8a428af229f605a57062310fcf13887fc00fd750da6dd9a8c3291d00816604dae7ec78e2ee20cb3799373,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_22664317.mp3,"""De moandeitemoarns krige er berjocht dat syn frou hommels ferstoarn wie.""",2,0,sixties,female,unknown,fy-NL,unknown
ddd1689db56740f5e7d778c0c2e9def49c0adaaa82c8a428af229f605a57062310fcf13887fc00fd750da6dd9a8c3291d00816604dae7ec78e2ee20cb3799373,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_22979985.mp3,"""Hja heart net dat wy der oankomme oant wy deun foar har steane.""",2,0,sixties,female,unknown,fy-NL,unknown
d47bac722f1bdbf0508994aeda3406118c039a89cc33c55691e6efbadc834a2bce685530e3d0b8b4e4468452955d88a470a60964a32a8581f0c7bf13626f6342,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_21489193.mp3,"""It is net needsaaklik dat men de hiele wike komt, in dei mei ek.""",2,1,unknown,unknown,unknown,fy-NL,unknown
c5a9eb8c3303a493d87ee49d587ee67303a277f338bdd885b2a23f7942a8fc742583ce6c0a18ce2ddde25244651cae5a506d7dde87d8dea0443aec0ad3a81abf,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_20815572.mp3,"""Kontrolearje op nije e-mail.""",2,0,unknown,unknown,unknown,fy-NL,unknown
bf13e1a21107039c76d2263991db326977d468ce55405ebcb9eaee34e00bd3d6c0622167a9508de902bc14bb7642f5472c5e120968dfffd6e313571c331919ca,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_23808570.mp3,"""De pot ferwyt de tsjettel dat er swart is.""",4,0,unknown,unknown,unknown,fy-NL,unknown
ddd1689db56740f5e7d778c0c2e9def49c0adaaa82c8a428af229f605a57062310fcf13887fc00fd750da6dd9a8c3291d00816604dae7ec78e2ee20cb3799373,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_21881072.mp3,"""Op sokke mominten fielt hja dat se derby heart.""",2,0,sixties,female,unknown,fy-NL,unknown
c1f2af71b742d91d9a83a052ca3111573ddc00483738c94e9db1c9f71fb8d2fb0a280c1725463e807c3ca883c7954635b52ece1debc0bc992279e358e131c8f1,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_21415589.mp3,"""De oarsaak soe yn beskate dielen fan it sintrale senuwstelsel lizze.""",2,1,fourties,female,unknown,fy-NL,unknown
c5a9eb8c3303a493d87ee49d587ee67303a277f338bdd885b2a23f7942a8fc742583ce6c0a18ce2ddde25244651cae5a506d7dde87d8dea0443aec0ad3a81abf,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_20930373.mp3,"""De buert sit op dit stuit sûnder stroom troch de brân.""",2,0,unknown,unknown,unknown,fy-NL,unknown
16d11141e0646c5eb452e1cc31b25cd5ca5c5ee9db0e1d589afa0dd0e8556d404d62f85604f61c046b0cbd34baf51c932bd9d869dcd71a20c5780fd98dbeb0f2,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_24760985.mp3,"""Dat wurde hiele moaie fokmerjes.""",2,0,fifties,female,unknown,fy-NL,unknown
0f0456668439b0a1651e53a01c3417b460441a41c5bbec315321c9bef4b99e46d3620aebc3c0fe4d041d17239bd2aca3ebb6e34a6540fcca3b17c3bf3b95137d,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_24673958.mp3,"""Hy lient tenei syn bekende namme ek oan in parfum foar froulju.""",2,0,unknown,unknown,unknown,fy-NL,unknown
baa23f88208eba61520a03dd285c9308b4140908aa4fc09c201fba034156c4667230e83a94f973c376ee939aa87fc5f0e6bdf59dedec27f2aee6d0832ea787cb,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_24674273.mp3,"""Soks is hast net te begripen.""",2,0,unknown,unknown,unknown,fy-NL,unknown
866721a19e7d70e5802178ec5919ab89adb0046de3abcc9d6736bd2d341ecf47dab67c7e62b0c4b765e11dd2725f93129f2b6a15c8072043c4f7ea7770f21ec8,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_21509518.mp3,"""Men besiket minsken fêst te hâlden of oan te lûken.""",2,0,unknown,unknown,unknown,fy-NL,unknown
f61a1318220ea2e68ec33534ef26649d12c8f738bedccb0295be3e53cc5f031c08d705e8d7630512d9c3320828392a52d941528fd177977cfbab865af1d552d5,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_21527273.mp3,"""Wêr komsto wei?""",2,0,thirties,female,unknown,fy-NL,unknown
4dbda06b0ad0e34e30286ac1adfc9ca2f4f2865b1d5e613cb0584f68d79931c20868c32e6d7593f28e46b57384f6e071bbaf31e2a82cc837fa0dd42db6db784e,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_23783949.mp3,"""De besmetlike sykte hat him gelokkich net ferpleatst nei bedriuwen yn de direkte omkriten.""",2,0,unknown,unknown,unknown,fy-NL,unknown
035d14269908531e6f3ba46bc8fd2f8be448ba8b3f4fc5e2dd60b690bae2d88a0b25797236b8dc57b3e5046f058da411c4c2cf3962b2f59c0f41c014ad5d1960,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_23796702.mp3,"""It is ien oere middeis en wy hawwe krekt waarm iten.""",2,0,unknown,unknown,unknown,fy-NL,unknown
b595f4b3154d246fa8d3573634dd515116268793d52e7b74190897e298dc710b90f4d198db82e757137195f316c9dbdc812cd69b662d454b605e2a657eca7aa0,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_23859591.mp3,"""Om dêr safolle foar út te jaan, dat past my net.""",2,1,unknown,unknown,unknown,fy-NL,unknown
18d624a18537ea2915b23a03c934ab925f48a7b4cbe70b5bb191d9fd3b8d3f3c77370cd93ff6c1b7b4bc60cdabf052377971ce08577b8d731fbd63cb03ca9b20,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_24682713.mp3,"""Heit wie autoferkeaper en mem wurke as nachtferpleechster.""",2,1,sixties,female,unknown,fy-NL,unknown
